D:\Agilent\ICPMH\1\DATA\Vera\2025-06-16_ETV_TRA_O2.b\011SMPL.d,
163.27296,3372.66
163.30346,3228.35
163.33397,3270.73
163.36447,3340.36
163.39497,3324.21
163.42548,3252.56
163.45598,3309.07
163.48648,3261.64
163.51699,3340.36
163.54749,3243.48
163.57799,3250.55
163.60849,3163.78
163.639,3186.98
163.6695,3235.41
163.7,3311.09
163.73051,3261.64
163.76101,3295.95
163.79151,3269.72
163.82202,3217.25
163.85252,3322.19
163.88302,3281.83
163.91352,3210.19
163.94403,3241.46
163.97453,3328.25
164.00503,3256.6
164.03554,3348.43
164.06604,3379.72
164.09654,3241.46
164.12705,3221.29
164.15755,3196.06
164.18805,3340.36
164.21855,3225.32
164.24906,3260.64
164.27956,3298.98
164.31006,3234.4
164.34057,3205.14
164.37107,3212.21
164.40157,3354.49
164.43208,3160.75
164.46258,3218.26
164.49308,3282.84
164.52358,3280.82
164.55409,3327.24
164.58459,3287.88
164.61509,3189
164.6456,3389.82
164.6761,3195.05
164.7066,3252.56
164.73711,3195.05
164.76761,3351.46
164.79811,3160.75
164.82861,3196.06
164.85912,3269.72
164.88962,3360.54
164.92012,3345.41
164.95063,3369.63
164.98113,3257.61
165.01163,3243.48
165.04214,3240.46
165.07264,3374.68
165.10314,3232.38
165.13364,3281.83
165.16415,3324.21
165.19465,3268.71
165.22515,3257.61
165.25566,3345.41
165.28616,3309.07
165.31666,3253.57
165.34717,3294.94
165.37767,3273.75
165.40817,3276.78
165.43867,3290.91
165.46918,3280.82
165.49968,3242.47
165.53018,3259.63
165.56069,3197.07
165.59119,3292.93
165.62169,3326.23
165.6522,3332.28
165.6827,3219.27
165.7132,3277.79
165.7437,3266.69
165.77421,3209.18
165.80471,3247.52
165.83521,3285.86
165.86572,3351.46
165.89622,3267.7
165.92672,3314.12
165.95723,3304.03
165.98773,3271.74
166.01823,3115.36
166.04873,3352.47
166.07924,3278.8
166.10974,3106.29
166.14024,3305.04
166.17075,3324.21
166.20125,3200.1
166.23175,3340.36
166.26226,3190.01
166.29276,3217.25
166.32326,3181.94
166.35376,3249.54
166.38427,3335.31
166.41477,3238.44
166.44527,3211.2
166.47578,3343.39
166.50628,3336.32
166.53678,3265.68
166.56729,3466.54
166.59779,3278.8
166.62829,3192.03
166.65879,3350.45
166.6893,3333.29
166.7198,3333.29
166.7503,3215.23
166.78081,3323.2
166.81131,3281.83
166.84181,3243.48
166.87232,3254.58
166.90282,3370.64
166.93332,3266.69
166.96382,3331.28
166.99433,3243.48
167.02483,3260.64
167.05533,3266.69
167.08584,3369.63
167.11634,3280.82
167.14684,3264.67
167.17735,3242.47
167.20785,3261.64
167.23835,3320.17
167.26885,3244.49
167.29936,3196.06
167.32986,3320.17
167.36036,3330.27
167.39087,3295.95
167.42137,3290.91
167.45187,3236.42
167.48238,3286.87
167.51288,3293.94
167.54338,3262.65
167.57388,3296.96
167.60439,3366.6
167.63489,3233.39
167.66539,3255.59
167.6959,3324.21
167.7264,3276.78
167.7569,3310.08
167.78741,3242.47
167.81791,3299.99
167.84841,3327.24
167.87891,3254.58
167.90942,3328.25
167.93992,3284.85
167.97042,3214.22
168.00093,3211.2
168.03143,3311.09
168.06193,3294.94
168.09244,3177.9
168.12294,3303.02
168.15344,3247.52
168.18394,3353.48
168.21445,3285.86
168.24495,3362.56
168.27545,3349.44
168.30596,3405.97
168.33646,3329.26
168.36696,3270.73
168.39747,3273.75
168.42797,3263.66
168.45847,3186.98
168.48897,3372.66
168.51948,3294.94
168.54998,3359.54
168.58048,3299.99
168.61099,3181.94
168.64149,3338.34
168.67199,3356.51
168.7025,3341.37
168.733,3396.88
168.7635,3303.02
168.794,3404.96
168.82451,3329.26
168.85501,3278.8
168.88551,3292.93
168.91602,3402.94
168.94652,3260.64
168.97702,3292.93
169.00753,3322.19
169.03803,3362.56
169.06853,3367.61
169.09903,3322.19
169.12954,3352.47
169.16004,3447.36
169.19054,3456.44
169.22105,3384.77
169.25155,3357.52
169.28205,3236.42
169.31256,3335.31
169.34306,3226.33
169.37356,3340.36
169.40406,3446.35
169.43457,3331.28
169.46507,3332.28
169.49557,3361.55
169.52608,3206.15
169.55658,3264.67
169.58708,3299.99
169.61759,3356.51
169.64809,3172.86
169.67859,3240.46
169.70909,3379.72
169.7396,3334.3
169.7701,3179.92
169.8006,3345.41
169.83111,3309.07
169.86161,3375.68
169.89211,3268.71
169.92262,3192.03
169.95312,3235.41
169.98362,3242.47
170.01412,3400.92
170.04463,3322.19
170.07513,3340.36
170.10563,3203.13
170.13614,3333.29
170.16664,3301
170.19714,3256.6
170.22765,3340.36
170.25815,3273.75
170.28865,3308.06
170.31915,3294.94
170.34966,3394.86
170.38016,3430.19
170.41066,3308.06
170.44117,3294.94
170.47167,3356.51
170.50217,3356.51
170.53268,3260.64
170.56318,3233.39
170.59368,3390.83
170.62418,3306.05
170.65469,3338.34
170.68519,3288.89
170.71569,3364.58
170.7462,3194.05
170.7767,3379.72
170.8072,3345.41
170.83771,3291.92
170.86821,3335.31
170.89871,3393.85
170.92921,3425.15
170.95972,3350.45
170.99022,3357.52
171.02072,3275.77
171.05123,3311.09
171.08173,3324.21
171.11223,3129.48
171.14274,3317.15
171.17324,3245.5
171.20374,3288.89
171.23424,3319.16
171.26475,3313.11
171.29525,3408.99
171.32575,3450.38
171.35626,3327.24
171.38676,3303.02
171.41726,3379.72
171.44777,3352.47
171.47827,3311.09
171.50877,3290.91
171.53927,3368.62
171.56978,3249.54
171.60028,3414.04
171.63078,3425.15
171.66129,3396.88
171.69179,3369.63
171.72229,3247.52
171.7528,3328.25
171.7833,3302.01
171.8138,3406.98
171.8443,3283.84
171.87481,3287.88
171.90531,3374.68
171.93581,3355.5
171.96632,3239.45
171.99682,3407.99
172.02732,3224.31
172.05783,3357.52
172.08833,3221.29
172.11883,3305.04
172.14933,3379.72
172.17984,3356.51
172.21034,3237.43
172.24084,3369.63
172.27135,3419.09
172.30185,3256.6
172.33235,3374.68
172.36286,3397.89
172.39336,3456.44
172.42386,3346.41
172.45436,3357.52
172.48487,3285.86
172.51537,3331.28
172.54587,3380.73
172.57638,3278.8
172.60688,3363.57
172.63738,3285.86
172.66789,3341.37
172.69839,3333.29
172.72889,3340.36
172.75939,3348.43
172.7899,3352.47
172.8204,3351.46
172.8509,3301
172.88141,3293.94
172.91191,3359.54
172.94241,3449.38
172.97292,3370.64
173.00342,3278.8
173.03392,3250.55
173.06442,3325.22
173.09493,3316.14
173.12543,3427.17
173.15593,3406.98
173.18644,3228.35
173.21694,3315.13
173.24744,3430.19
173.27795,3291.92
173.30845,3371.65
173.33895,3324.21
173.36945,3279.81
173.39996,3351.46
173.43046,3222.29
173.46096,3304.03
173.49147,3366.6
173.52197,3290.91
173.55247,3353.48
173.58298,3397.89
173.61348,3326.23
173.64398,3387.8
173.67448,3317.15
173.70499,3276.78
173.73549,3416.06
173.76599,3183.96
173.7965,3375.68
173.827,3353.48
173.8575,3266.69
173.88801,3308.06
173.91851,3336.32
173.94901,3296.96
173.97951,3468.56
174.01002,3370.64
174.04052,3309.07
174.07102,3351.46
174.10153,3307.05
174.13203,3328.25
174.16253,3328.25
174.19304,3193.04
174.22354,3263.66
174.25404,3373.67
174.28454,3417.07
174.31505,3426.16
174.34555,3361.55
174.37605,3373.67
174.40656,3261.64
174.43706,3311.09
174.46756,3366.6
174.49807,3355.5
174.52857,3373.67
174.55907,3296.96
174.58957,3266.69
174.62008,3370.64
174.65058,3401.93
174.68108,3394.86
174.71159,3443.32
174.74209,3288.89
174.77259,3518.03
174.8031,3334.3
174.8336,3351.46
174.8641,3347.42
174.8946,3376.69
174.92511,3240.46
174.95561,3472.6
174.98611,3347.42
175.01662,3398.9
175.04712,3354.49
175.07762,3341.37
175.10813,3272.74
175.13863,3416.06
175.16913,3472.6
175.19963,3426.16
175.23014,3352.47
175.26064,3425.15
175.29114,3428.17
175.32165,3292.93
175.35215,3396.88
175.38265,3439.28
175.41316,3315.13
175.44366,3394.86
175.47416,3311.09
175.50466,3331.28
175.53517,3282.84
175.56567,3404.96
175.59617,3362.56
175.62668,3298.98
175.65718,3435.24
175.68768,3316.14
175.71819,3273.75
175.74869,3389.82
175.77919,3270.73
175.80969,3367.61
175.8402,3422.12
175.8707,3423.13
175.9012,3404.96
175.93171,3328.25
175.96221,3358.53
175.99271,3358.53
176.02322,3262.65
176.05372,3419.09
176.08422,3389.82
176.11472,3382.75
176.14523,3420.1
176.17573,3282.84
176.20623,3423.13
176.23674,3337.33
176.26724,3417.07
176.29774,3470.58
176.32825,3354.49
176.35875,3333.29
176.38925,3356.51
176.41975,3391.83
176.45026,3407.99
176.48076,3340.36
176.51126,3354.49
176.54177,3420.1
176.57227,3330.27
176.60277,3362.56
176.63328,3372.66
176.66378,3388.81
176.69428,3466.54
176.72478,3377.7
176.75529,3411.01
176.78579,3237.43
176.81629,3448.37
176.8468,3376.69
176.8773,3352.47
176.9078,3303.02
176.93831,3305.04
176.96881,3369.63
176.99931,3471.59
177.02981,3307.05
177.06032,3334.3
177.09082,3417.07
177.12132,3399.91
177.15183,3376.69
177.18233,3364.58
177.21283,3389.82
177.24334,3405.97
177.27384,3227.34
177.30434,3262.65
177.33484,3322.19
177.36535,3348.43
177.39585,3423.13
177.42635,3199.09
177.45686,3317.15
177.48736,3395.87
177.51786,3366.6
177.54837,3307.05
177.57887,3366.6
177.60937,3339.35
177.63987,3422.12
177.67038,3290.91
177.70088,3263.66
177.73138,3327.24
177.76189,3375.68
177.79239,3263.66
177.82289,3431.2
177.8534,3398.9
177.8839,3342.38
177.9144,3412.02
177.9449,3397.89
177.97541,3335.31
178.00591,3374.68
178.03641,3383.76
178.06692,3429.18
178.09742,3357.52
178.12792,3295.95
178.15843,3313.11
178.18893,3365.59
178.21943,3253.57
178.24993,3304.03
178.28044,3377.7
178.31094,3357.52
178.34144,3340.36
178.37195,3347.42
178.40245,3320.17
178.43295,3347.42
178.46346,3471.59
178.49396,3491.78
178.52446,3215.23
178.55496,3375.68
178.58547,3404.96
178.61597,3271.74
178.64647,3389.82
178.67698,3450.38
178.70748,3445.34
178.73798,3314.12
178.76849,3341.37
178.79899,3367.61
178.82949,3469.57
178.85999,3367.61
178.8905,3364.58
178.921,3362.56
178.9515,3310.08
178.98201,3372.66
179.01251,3399.91
179.04301,3260.64
179.07352,3470.58
179.10402,3296.96
179.13452,3198.08
179.16502,3431.2
179.19553,3324.21
179.22603,3398.9
179.25653,3273.75
179.28704,3342.38
179.31754,3381.74
179.34804,3318.16
179.37855,3348.43
179.40905,3341.37
179.43955,3401.93
179.47005,3364.58
179.50056,3429.18
179.53106,3337.33
179.56156,3367.61
179.59207,3418.08
179.62257,3417.07
179.65307,3429.18
179.68358,3386.79
179.71408,3346.41
179.74458,3365.59
179.77508,3364.58
179.80559,3344.4
179.83609,3346.41
179.86659,3440.29
179.8971,3293.94
179.9276,3430.19
179.9581,3437.26
179.98861,3395.87
180.01911,3362.56
180.04961,3468.56
180.08011,3299.99
180.11062,3333.29
180.14112,3345.41
180.17162,3344.4
180.20213,3478.65
180.23263,3420.1
180.26313,3414.04
180.29364,3419.09
180.32414,3352.47
180.35464,3403.95
180.38514,3218.26
180.41565,3384.77
180.44615,3405.97
180.47665,3374.68
180.50716,3309.07
180.53766,3411.01
180.56816,3451.39
180.59867,3369.63
180.62917,3407.99
180.65967,3385.78
180.69017,3388.81
180.72068,3550.35
180.75118,3336.32
180.78168,3476.63
180.81219,3398.9
180.84269,3342.38
180.87319,3356.51
180.9037,3288.89
180.9342,3269.72
180.9647,3377.7
180.9952,3302.01
181.02571,3445.34
181.05621,3462.5
181.08671,3366.6
181.11722,3296.96
181.14772,3345.41
181.17822,3319.16
181.20873,3486.73
181.23923,3401.93
181.26973,3356.51
181.30023,3441.3
181.33074,3460.48
181.36124,3344.4
181.39174,3423.13
181.42225,3503.9
181.45275,3313.11
181.48325,3319.16
181.51376,3399.91
181.54426,3331.28
181.57476,3436.25
181.60526,3328.25
181.63577,3461.49
181.66627,3330.27
181.69677,3366.6
181.72728,3377.7
181.75778,3260.64
181.78828,3405.97
181.81879,3435.24
181.84929,3424.14
181.87979,3374.68
181.91029,3469.57
181.9408,3305.04
181.9713,3457.45
182.0018,3353.48
182.03231,3464.52
182.06281,3445.34
182.09331,3474.61
182.12382,3324.21
182.15432,3419.09
182.18482,3374.68
182.21532,3388.81
182.24583,3403.95
182.27633,3423.13
182.30683,3393.85
182.33734,3372.66
182.36784,3354.49
182.39834,3378.71
182.42885,3314.12
182.45935,3364.58
182.48985,3430.19
182.52035,3372.66
182.55086,3425.15
182.58136,3387.8
182.61186,3369.63
182.64237,3355.5
182.67287,3447.36
182.70337,3501.88
182.73388,3464.52
182.76438,3407.99
182.79488,3458.46
182.82538,3288.89
182.85589,3332.28
182.88639,3415.05
182.91689,3455.43
182.9474,3401.93
182.9779,3407.99
183.0084,3325.22
183.03891,3391.83
183.06941,3353.48
183.09991,3296.96
183.13041,3435.24
183.16092,3289.9
183.19142,3452.4
183.22192,3442.31
183.25243,3266.69
183.28293,3482.69
183.31343,3424.14
183.34394,3313.11
183.37444,3383.76
183.40494,3446.35
183.43544,3259.63
183.46595,3440.29
183.49645,3398.9
183.52695,3423.13
183.55746,3343.39
183.58796,3451.39
183.61846,3342.38
183.64897,3424.14
183.67947,3309.07
183.70997,3247.52
183.74047,3482.69
183.77098,3419.09
183.80148,3434.23
183.83198,3388.81
183.86249,3319.16
183.89299,3473.61
183.92349,3434.23
183.954,3337.33
183.9845,3426.16
184.015,3507.93
184.0455,3372.66
184.07601,3422.12
184.10651,3414.04
184.13701,3495.82
184.16752,3356.51
184.19802,3394.86
184.22852,3430.19
184.25903,3395.87
184.28953,3397.89
184.32003,3337.33
184.35053,3304.03
184.38104,3317.15
184.41154,3489.76
184.44204,3278.8
184.47255,3360.54
184.50305,3438.27
184.53355,3406.98
184.56406,3394.86
184.59456,3440.29
184.62506,3411.01
184.65556,3350.45
184.68607,3398.9
184.71657,3536.21
184.74707,3492.79
184.77758,3373.67
184.80808,3319.16
184.83858,3396.88
184.86909,3441.3
184.89959,3348.43
184.93009,3623.06
184.96059,3435.24
184.9911,3492.79
185.0216,3411.01
185.0521,3313.11
185.08261,3431.2
185.11311,3311.09
185.14361,3539.24
185.17412,3287.88
185.20462,3353.48
185.23512,3431.2
185.26562,3351.46
185.29613,3425.15
185.32663,3361.55
185.35713,3326.23
185.38764,3424.14
185.41814,3408.99
185.44864,3444.33
185.47915,3403.95
185.50965,3337.33
185.54015,3488.75
185.57065,3407.99
185.60116,3419.09
185.63166,3481.68
185.66216,3413.03
185.69267,3551.36
185.72317,3506.92
185.75367,3375.68
185.78418,3352.47
185.81468,3544.29
185.84518,3407.99
185.87568,3452.4
185.90619,3423.13
185.93669,3395.87
185.96719,3466.54
185.9977,3443.32
186.0282,3446.35
186.0587,3423.13
186.08921,3347.42
186.11971,3467.55
186.15021,3411.01
186.18071,3453.41
186.21122,3436.25
186.24172,3358.53
186.27222,3402.94
186.30273,3505.92
186.33323,3282.84
186.36373,3458.46
186.39424,3450.38
186.42474,3429.18
186.45524,3508.94
186.48574,3393.85
186.51625,3375.68
186.54675,3367.61
186.57725,3358.53
186.60776,3372.66
186.63826,3383.76
186.66876,3412.02
186.69927,3468.56
186.72977,3399.91
186.76027,3419.09
186.79077,3385.78
186.82128,3442.31
186.85178,3377.7
186.88228,3461.49
186.91279,3343.39
186.94329,3374.68
186.97379,3416.06
187.0043,3339.35
187.0348,3390.83
187.0653,3343.39
187.0958,3385.78
187.12631,3408.99
187.15681,3463.51
187.18731,3438.27
187.21782,3403.95
187.24832,3365.59
187.27882,3446.35
187.30933,3396.88
187.33983,3515
187.37033,3429.18
187.40083,3480.67
187.43134,3502.89
187.46184,3419.09
187.49234,3424.14
187.52285,3402.94
187.55335,3509.95
187.58385,3459.47
187.61436,3482.69
187.64486,3323.2
187.67536,3498.85
187.70586,3478.65
187.73637,3333.29
187.76687,3435.24
187.79737,3470.58
187.82788,3361.55
187.85838,3471.59
187.88888,3471.59
187.91939,3515
187.94989,3403.95
187.98039,3426.16
188.01089,3343.39
188.0414,3485.72
188.0719,3532.17
188.1024,3412.02
188.13291,3456.44
188.16341,3429.18
188.19391,3469.57
188.22442,3506.92
188.25492,3376.69
188.28542,3394.86
188.31592,3521.06
188.34643,3436.25
188.37693,3444.33
188.40743,3388.81
188.43794,3456.44
188.46844,3474.61
188.49894,3343.39
188.52945,3382.75
188.55995,3412.02
188.59045,3393.85
188.62095,3511.97
188.65146,3412.02
188.68196,3397.89
188.71246,3549.34
188.74297,3453.41
188.77347,3450.38
188.80397,3447.36
188.83448,3558.42
188.86498,3351.46
188.89548,3448.37
188.92598,3275.77
188.95649,3329.26
188.98699,3459.47
189.01749,3544.29
189.048,3395.87
189.0785,3472.6
189.109,3466.54
189.13951,3544.29
189.17001,3547.32
189.20051,3268.71
189.23101,3441.3
189.26152,3466.54
189.29202,3423.13
189.32252,3423.13
189.35303,3373.67
189.38353,3364.58
189.41403,3427.17
189.44454,3339.35
189.47504,3491.78
189.50554,3327.24
189.53604,3377.7
189.56655,3488.75
189.59705,3318.16
189.62755,3405.97
189.65806,3455.43
189.68856,3456.44
189.71906,3404.96
189.74957,3450.38
189.78007,3484.71
189.81057,3484.71
189.84107,3369.63
189.87158,3456.44
189.90208,3461.49
189.93258,3525.1
189.96309,3455.43
189.99359,3456.44
190.02409,3412.02
190.0546,3456.44
190.0851,3502.89
190.1156,3454.42
190.1461,3463.51
190.17661,3436.25
190.20711,3243.48
190.23761,3405.97
190.26812,3439.28
190.29862,3429.18
190.32912,3382.75
190.35963,3470.58
190.39013,3334.3
190.42063,3487.74
190.45113,3435.24
190.48164,3430.19
190.51214,3537.22
190.54264,3436.25
190.57315,3448.37
190.60365,3417.07
190.63415,3349.44
190.66466,3430.19
190.69516,3446.35
190.72566,3468.56
190.75616,3450.38
190.78667,3455.43
190.81717,3540.25
190.84767,3380.73
190.87818,3496.83
190.90868,3430.19
190.93918,3489.76
190.96969,3387.8
191.00019,3462.5
191.03069,3481.68
191.06119,3443.32
191.0917,3485.72
191.1222,3475.62
191.1527,3466.54
191.18321,3461.49
191.21371,3320.17
191.24421,3428.17
191.27472,3361.55
191.30522,3497.84
191.33572,3491.78
191.36622,3543.28
191.39673,3457.45
191.42723,3422.12
191.45773,3477.64
191.48824,3500.87
191.51874,3490.77
191.54924,3519.04
191.57975,3426.16
191.61025,3374.68
191.64075,3503.9
191.67125,3368.62
191.70176,3478.65
191.73226,3485.72
191.76276,3500.87
191.79327,3412.02
191.82377,3563.47
191.85427,3411.01
191.88478,3525.1
191.91528,3388.81
191.94578,3551.36
191.97628,3467.55
192.00679,3520.05
192.03729,3464.52
192.06779,3580.64
192.0983,3467.55
192.1288,3341.37
192.1593,3431.2
192.18981,3418.08
192.22031,3489.76
192.25081,3395.87
192.28131,3534.19
192.31182,3365.59
192.34232,3434.23
192.37282,3405.97
192.40333,3447.36
192.43383,3406.98
192.46433,3344.4
192.49484,3411.01
192.52534,3506.92
192.55584,3507.93
192.58634,3555.39
192.61685,3401.93
192.64735,3359.54
192.67785,3501.88
192.70836,3490.77
192.73886,3449.38
192.76936,3340.36
192.79987,3349.44
192.83037,3388.81
192.86087,3502.89
192.89137,3428.17
192.92188,3496.83
192.95238,3494.81
192.98288,3383.76
193.01339,3456.44
193.04389,3376.69
193.07439,3505.92
193.1049,3431.2
193.1354,3431.2
193.1659,3489.76
193.1964,3442.31
193.22691,3418.08
193.25741,3527.12
193.28791,3406.98
193.31842,3420.1
193.34892,3386.79
193.37942,3400.92
193.40993,3544.29
193.44043,3312.1
193.47093,3423.13
193.50143,3485.72
193.53194,3405.97
193.56244,3437.26
193.59294,3405.97
193.62345,3402.94
193.65395,3501.88
193.68445,3490.77
193.71496,3441.3
193.74546,3530.15
193.77596,3437.26
193.80646,3466.54
193.83697,3502.89
193.86747,3495.82
193.89797,3239.45
193.92848,3435.24
193.95898,3530.15
193.98948,3438.27
194.01999,3527.12
194.05049,3490.77
194.08099,3476.63
194.11149,3283.84
194.142,3431.2
194.1725,3462.5
194.203,3437.26
194.23351,3557.41
194.26401,3596.8
194.29451,3490.77
194.32502,3411.01
194.35552,3588.72
194.38602,3476.63
194.41652,3547.32
194.44703,3386.79
194.47753,3426.16
194.50803,3570.54
194.53854,3556.4
194.56904,3562.46
194.59954,3504.91
194.63005,3546.31
194.66055,3463.51
194.69105,3382.75
194.72155,3609.93
194.75206,3411.01
194.78256,3444.33
194.81306,3397.89
194.84357,3412.02
194.87407,3396.88
194.90457,3519.04
194.93508,3466.54
194.96558,3403.95
194.99608,3556.4
195.02658,3483.7
195.05709,3415.05
195.08759,3455.43
195.11809,3491.78
195.1486,3473.61
195.1791,3589.73
195.2096,3476.63
195.24011,3462.5
195.27061,3521.06
195.30111,3444.33
195.33161,3359.54
195.36212,3535.2
195.39262,3512.98
195.42312,3517.02
195.45363,3460.48
195.48413,3480.67
195.51463,3527.12
195.54514,3484.71
195.57564,3444.33
195.60614,3532.17
195.63664,3435.24
195.66715,3351.46
195.69765,3354.49
195.72815,3527.12
195.75866,3440.29
195.78916,3317.15
195.81966,3542.27
195.85017,3412.02
195.88067,3433.22
195.91117,3610.94
195.94167,3538.23
195.97218,3566.5
196.00268,3579.63
196.03318,3556.4
196.06369,3548.33
196.09419,3422.12
196.12469,3311.09
196.1552,3485.72
196.1857,3490.77
196.2162,3381.74
196.2467,3481.68
196.27721,3537.22
196.30771,3469.57
196.33821,3521.06
196.36872,3480.67
196.39922,3428.17
196.42972,3410
196.46023,3469.57
196.49073,3460.48
196.52123,3578.62
196.55173,3517.02
196.58224,3430.19
196.61274,3426.16
196.64324,3404.96
196.67375,3521.06
196.70425,3461.49
196.73475,3611.95
196.76526,3403.95
196.79576,3506.92
196.82626,3493.8
196.85676,3417.07
196.88727,3441.3
196.91777,3554.38
196.94827,3547.32
196.97878,3564.48
197.00928,3415.05
197.03978,3486.73
197.07029,3451.39
197.10079,3362.56
197.13129,3501.88
197.16179,3546.31
197.1923,3471.59
197.2228,3458.46
197.2533,3492.79
197.28381,3468.56
197.31431,3529.14
197.34481,3494.81
197.37532,3388.81
197.40582,3584.68
197.43632,3461.49
197.46682,3411.01
197.49733,3408.99
197.52783,3433.22
197.55833,3495.82
197.58884,3472.6
197.61934,3589.73
197.64984,3481.68
197.68035,3513.99
197.71085,3422.12
197.74135,3483.7
197.77185,3344.4
197.80236,3467.55
197.83286,3386.79
197.86336,3528.13
197.89387,3426.16
197.92437,3560.44
197.95487,3550.35
197.98538,3472.6
198.01588,3515
198.04638,3459.47
198.07688,3369.63
198.10739,3330.27
198.13789,3470.58
198.16839,3508.94
198.1989,3400.92
198.2294,3441.3
198.2599,3583.67
198.29041,3445.34
198.32091,3464.52
198.35141,3632.15
198.38191,3449.38
198.41242,3462.5
198.44292,3437.26
198.47342,3497.84
198.50393,3459.47
198.53443,3539.24
198.56493,3453.41
198.59544,3425.15
198.62594,3344.4
198.65644,3467.55
198.68694,3599.83
198.71745,3559.43
198.74795,3519.04
198.77845,3483.7
198.80896,3338.34
198.83946,3477.64
198.86996,3440.29
198.90047,3518.03
198.93097,3478.65
198.96147,3587.71
198.99197,3468.56
199.02248,3449.38
199.05298,3405.97
199.08348,3405.97
199.11399,3417.07
199.14449,3485.72
199.17499,3442.31
199.2055,3462.5
199.236,3411.01
199.2665,3537.22
199.297,3404.96
199.32751,3420.1
199.35801,3425.15
199.38851,3614.98
199.41902,3528.13
199.44952,3495.82
199.48002,3435.24
199.51053,3337.33
199.54103,3373.67
199.57153,3462.5
199.60203,3406.98
199.63254,3579.63
199.66304,3541.26
199.69354,3365.59
199.72405,3525.1
199.75455,3512.98
199.78505,3546.31
199.81556,3528.13
199.84606,3492.79
199.87656,3463.51
199.90706,3419.09
199.93757,3414.04
199.96807,3398.9
199.99857,3602.86
200.02908,3440.29
200.05958,3511.97
200.09008,3520.05
200.12059,3478.65
200.15109,3545.3
200.18159,3512.98
200.21209,3483.7
200.2426,3497.84
200.2731,3563.47
200.3036,3426.16
200.33411,3501.88
200.36461,3480.67
200.39511,3549.34
200.42562,3444.33
200.45612,3497.84
200.48662,3412.02
200.51712,3509.95
200.54763,3515
200.57813,3510.96
200.60863,3579.63
200.63914,3405.97
200.66964,3490.77
200.70014,3463.51
200.73065,3632.15
200.76115,3364.58
200.79165,3472.6
200.82215,3426.16
200.85266,3553.37
200.88316,3511.97
200.91366,3558.42
200.94417,3582.66
200.97467,3443.32
201.00517,3463.51
201.03568,3534.19
201.06618,3458.46
201.09668,3437.26
201.12718,3579.63
201.15769,3545.3
201.18819,3504.91
201.21869,3491.78
201.2492,3455.43
201.2797,3538.23
201.3102,3504.91
201.34071,3414.04
201.37121,3393.85
201.40171,3578.62
201.43221,3491.78
201.46272,3425.15
201.49322,3447.36
201.52372,3373.67
201.55423,3521.06
201.58473,3427.17
201.61523,3412.02
201.64574,3426.16
201.67624,3521.06
201.70674,3312.1
201.73724,3462.5
201.76775,3489.76
201.79825,3511.97
201.82875,3515
201.85926,3574.58
201.88976,3579.63
201.92026,3538.23
201.95077,3504.91
201.98127,3489.76
202.01177,3398.9
202.04227,3456.44
202.07278,3530.15
202.10328,3419.09
202.13378,3565.49
202.16429,3459.47
202.19479,3463.51
202.22529,3469.57
202.2558,3438.27
202.2863,3518.03
202.3168,3354.49
202.3473,3602.86
202.37781,3492.79
202.40831,3391.83
202.43881,3515
202.46932,3507.93
202.49982,3510.96
202.53032,3446.35
202.56083,3590.74
202.59133,3399.91
202.62183,3608.92
202.65233,3583.67
202.68284,3546.31
202.71334,3503.9
202.74384,3623.06
202.77435,3412.02
202.80485,3449.38
202.83535,3473.61
202.86586,3552.36
202.89636,3465.53
202.92686,3502.89
202.95736,3483.7
202.98787,3639.22
203.01837,3476.63
203.04887,3457.45
203.07938,3539.24
203.10988,3493.8
203.14038,3474.61
203.17089,3467.55
203.20139,3533.18
203.23189,3569.53
203.26239,3468.56
203.2929,3527.12
203.3234,3453.41
203.3539,3557.41
203.38441,3494.81
203.41491,3655.38
203.44541,3366.6
203.47592,3551.36
203.50642,3566.5
203.53692,3506.92
203.56742,3478.65
203.59793,3490.77
203.62843,3393.85
203.65893,3372.66
203.68944,3534.19
203.71994,3469.57
203.75044,3537.22
203.78095,3396.88
203.81145,3502.89
203.84195,3550.35
203.87245,3519.04
203.90296,3345.41
203.93346,3398.9
203.96396,3387.8
203.99447,3615.99
204.02497,3476.63
204.05547,3604.88
204.08598,3448.37
204.11648,3453.41
204.14698,3553.37
204.17748,3558.42
204.20799,3520.05
204.23849,3396.88
204.26899,3586.7
204.2995,3488.75
204.33,3494.81
204.3605,3483.7
204.39101,3487.74
204.42151,3488.75
204.45201,3425.15
204.48251,3582.66
204.51302,3519.04
204.54352,3448.37
204.57402,3532.17
204.60453,3433.22
204.63503,3526.11
204.66553,3510.96
204.69604,3506.92
204.72654,3561.45
204.75704,3342.38
204.78754,3487.74
204.81805,3445.34
204.84855,3519.04
204.87905,3405.97
204.90956,3495.82
204.94006,3447.36
204.97056,3501.88
205.00107,3528.13
205.03157,3431.2
205.06207,3444.33
205.09257,3436.25
205.12308,3544.29
205.15358,3603.87
205.18408,3491.78
205.21459,3534.19
205.24509,3466.54
205.27559,3523.08
205.3061,3527.12
205.3366,3438.27
205.3671,3563.47
205.3976,3481.68
205.42811,3462.5
205.45861,3528.13
205.48911,3558.42
205.51962,3586.7
205.55012,3529.14
205.58062,3556.4
205.61113,3555.39
205.64163,3526.11
205.67213,3359.54
205.70263,3518.03
205.73314,3465.53
205.76364,3508.94
205.79414,3469.57
205.82465,3619.02
205.85515,3498.85
205.88565,3536.21
